N;DELAY;BUF_SIZE;TIMEOUT;TIME;DEADLOCK;DEADLOCK DETECTION;SEGFAULT;ABORT;RIGHT RESULT;KILLED;WHERE
11;2;55509760;30;4.54;False;False;False;False;True;1;REDUCE-SCATTER
31;4;74106496;30;6.68;False;False;False;True;True;31;REDUCE-SCATTER
10;3;68660992;30;5.09;False;False;False;False;True;1;ALLGATHER
14;4;65838208;30;5.83;False;False;False;False;True;1;UNKNOWN
4;3;57554432;30;2.87;False;False;False;False;True;0;UNKNOWN
11;3;57148160;30;4.42;False;False;False;False;True;0;UNKNOWN
26;2;55282176;30;4.44;False;False;False;True;True;26;REDUCE-SCATTER
6;2;58146560;30;3.63;False;False;False;False;True;1;ALLGATHER
26;4;61747584;30;5.46;False;False;False;True;True;26;REDUCE-SCATTER
4;2;75489792;30;3.48;False;False;False;False;True;1;UNKNOWN
11;2;53057536;30;4.44;False;False;False;False;True;1;REDUCE-SCATTER
9;3;71054848;30;5.14;False;False;False;False;True;1;ALLGATHER
5;4;57125504;30;3.62;False;False;False;False;True;0;UNKNOWN
16;4;60086528;30;4.32;False;False;False;False;True;0;UNKNOWN
32;4;69466496;30;6.39;False;False;False;True;True;32;REDUCE-SCATTER
32;3;62729472;30;5.49;False;False;False;True;True;32;ALLGATHER
29;3;73130496;30;4.6;False;False;False;True;True;29;UNKNOWN
15;3;54574336;30;4.69;False;False;False;True;True;2;UNKNOWN
30;4;58501760;30;5.44;False;False;False;True;True;30;REDUCE-SCATTER
18;3;64833664;30;4.45;False;False;False;True;True;18;ALLGATHER
31;3;78550912;30;5.43;False;False;False;True;True;31;UNKNOWN
12;3;59109376;30;4.35;False;False;False;False;True;0;UNKNOWN
18;2;73416448;30;4.01;False;False;False;True;True;18;REDUCE-SCATTER
21;2;68923136;30;4.39;False;False;False;True;True;21;REDUCE-SCATTER
6;3;64349952;30;4.15;False;False;False;False;True;1;UNKNOWN
9;4;59295360;30;4.31;False;False;False;False;True;0;UNKNOWN
32;4;61739264;30;6.03;False;False;False;True;True;32;ALLGATHER
24;2;55578752;30;4.18;False;False;False;True;True;24;REDUCE-SCATTER
25;3;70212480;30;5.43;False;False;False;True;True;25;REDUCE-SCATTER
27;4;53215872;30;7.12;False;False;False;False;True;1;ALLGATHER
21;3;58475520;30;4.42;False;False;False;True;True;21;ALLGATHER
29;2;72308352;30;4.25;False;False;False;True;True;29;UNKNOWN
28;2;62023936;30;3.77;False;False;False;True;True;28;UNKNOWN
7;3;61108864;30;3.83;False;False;False;False;True;0;UNKNOWN
25;3;53928448;30;4.47;False;False;False;True;True;25;REDUCE-SCATTER
25;2;72228608;30;3.69;False;False;False;True;True;25;UNKNOWN
14;2;52135168;30;4.75;False;False;False;False;True;1;REDUCE-SCATTER
31;3;63489664;30;5.82;False;False;False;True;True;31;REDUCE-SCATTER
18;4;78216192;30;6.59;False;False;False;False;True;1;ALLGATHER
10;2;74609280;30;3.8;False;False;False;True;True;10;REDUCE-SCATTER
22;3;70893952;30;5.03;False;False;False;True;True;22;REDUCE-SCATTER
29;3;75109760;30;6.27;False;False;False;True;True;29;REDUCE-SCATTER
7;3;59351296;30;4.08;False;False;False;False;True;0;UNKNOWN
5;4;52974080;30;3.43;False;False;False;False;True;0;UNKNOWN
28;3;68487040;30;4.55;False;False;False;True;True;28;UNKNOWN
5;4;50530176;30;3.24;False;False;False;False;True;0;UNKNOWN
12;2;58823424;30;4.82;False;False;False;False;True;1;ALLGATHER
17;4;71742336;30;6.13;False;False;False;False;True;1;ALLGATHER
14;3;60155648;30;4.72;False;False;False;True;True;2;UNKNOWN
32;4;65268608;30;7.02;False;False;False;True;True;32;ALLGATHER
20;3;77124736;30;5.0;False;False;False;True;True;20;REDUCE-SCATTER
14;4;63620736;30;5.11;False;False;False;False;True;0;UNKNOWN
12;2;76835200;30;3.82;False;False;False;True;True;12;REDUCE-SCATTER
20;4;63149952;30;6.68;False;False;False;False;True;1;ALLGATHER
21;3;58640000;30;6.71;False;False;False;False;True;1;REDUCE-SCATTER
11;2;72184448;30;3.72;False;False;False;True;True;11;REDUCE-SCATTER
19;3;57027712;30;5.76;False;False;False;False;True;1;ALLGATHER
12;4;68359552;30;4.91;False;False;False;False;True;0;UNKNOWN
18;4;69024384;30;6.06;False;False;False;False;True;1;UNKNOWN
19;4;79071744;30;8.13;False;False;False;False;True;1;REDUCE-SCATTER
32;2;75084672;30;5.57;False;False;False;True;True;32;REDUCE-SCATTER
28;2;75794816;30;4.06;False;False;False;True;True;28;UNKNOWN
21;3;56209152;30;5.76;False;False;False;False;True;1;ALLGATHER
19;4;65129216;30;6.63;False;False;False;False;True;1;ALLGATHER
28;2;79682944;30;4.25;False;False;False;True;True;28;UNKNOWN
29;2;71334784;30;4.53;False;False;False;True;True;29;UNKNOWN
15;3;76824448;30;4.39;False;False;False;True;True;15;REDUCE-SCATTER
32;4;56229376;30;6.05;False;False;False;True;True;32;ALLGATHER
30;2;66730624;30;5.9;False;False;False;True;True;30;REDUCE-SCATTER
15;2;59521664;30;3.51;False;False;False;True;True;15;REDUCE-SCATTER
11;4;75064448;30;5.07;False;False;False;False;True;0;UNKNOWN
10;3;69664256;30;4.73;False;False;False;False;True;1;UNKNOWN
30;3;57722496;30;5.48;False;False;False;True;True;30;REDUCE-SCATTER
12;3;73007744;30;4.86;False;False;False;False;True;1;ALLGATHER
30;4;54024960;30;7.91;False;False;False;False;True;1;REDUCE-SCATTER
22;2;59966080;30;4.07;False;False;False;True;True;22;REDUCE-SCATTER
24;3;62147968;30;4.82;False;False;False;True;True;24;REDUCE-SCATTER
10;3;55898112;30;4.06;False;False;False;False;True;0;UNKNOWN
23;3;66764032;30;4.84;False;False;False;True;True;23;REDUCE-SCATTER
21;3;70845056;30;4.63;False;False;False;True;True;21;REDUCE-SCATTER
11;4;70543616;30;5.09;False;False;False;False;True;0;UNKNOWN
15;3;70183808;30;6.93;False;False;False;False;True;1;REDUCE-SCATTER
5;4;56751360;30;3.91;False;False;False;False;True;0;UNKNOWN
12;2;75312384;30;3.71;False;False;False;True;True;12;REDUCE-SCATTER
22;4;56609536;30;5.74;False;False;False;False;True;0;UNKNOWN
23;3;77870592;30;5.34;False;False;False;True;True;23;REDUCE-SCATTER
24;2;52972928;30;3.97;False;False;False;True;True;24;REDUCE-SCATTER
18;3;50540928;30;4.28;False;False;False;False;True;0;UNKNOWN
10;3;58971136;30;4.13;False;False;False;False;True;0;UNKNOWN
16;2;57231488;30;3.9;False;False;False;True;True;16;ALLGATHER
24;3;72895872;30;5.53;False;False;False;True;True;24;REDUCE-SCATTER
7;4;68749184;30;4.38;False;False;False;False;True;0;UNKNOWN
8;4;73366528;30;3.91;False;False;False;False;True;0;UNKNOWN
27;4;56957440;30;7.81;False;False;False;False;True;1;REDUCE-SCATTER
19;4;79212288;30;7.25;False;False;False;False;True;1;ALLGATHER
21;3;74106368;30;4.82;False;False;False;True;True;21;REDUCE-SCATTER
26;2;55725312;30;4.66;False;False;False;True;True;26;REDUCE-SCATTER
13;2;64472704;30;3.56;False;False;False;True;True;13;REDUCE-SCATTER
8;2;50058240;30;3.15;False;False;False;False;True;1;UNKNOWN
15;3;53031296;30;4.61;False;False;False;True;True;2;UNKNOWN
29;3;64111616;30;5.89;False;False;False;True;True;29;REDUCE-SCATTER
21;2;71294336;30;3.86;False;False;False;True;True;21;UNKNOWN
19;4;59588352;30;5.77;False;False;False;False;True;1;UNKNOWN
23;2;60806144;30;4.45;False;False;False;True;True;23;REDUCE-SCATTER
17;2;68761088;30;3.87;False;False;False;True;True;17;REDUCE-SCATTER
22;3;62209792;30;4.45;False;False;False;True;True;22;REDUCE-SCATTER
22;3;79422080;30;5.33;False;False;False;True;True;22;REDUCE-SCATTER
30;2;50769664;30;4.59;False;False;False;True;True;30;REDUCE-SCATTER
4;4;52620160;30;2.71;False;False;False;False;True;0;UNKNOWN
21;4;63960320;30;6.43;False;False;False;False;True;1;ALLGATHER
19;2;73795456;30;4.1;False;False;False;True;True;19;REDUCE-SCATTER
25;3;53480448;30;6.56;False;False;False;False;True;1;REDUCE-SCATTER
27;2;64378496;30;3.68;False;False;False;True;True;27;UNKNOWN
23;4;60090112;30;6.56;False;False;False;False;True;1;ALLGATHER
18;4;51209344;30;4.57;False;False;False;False;True;0;UNKNOWN
4;2;76736256;30;3.43;False;False;False;False;True;1;UNKNOWN
16;4;70438784;30;5.07;False;False;False;False;True;0;UNKNOWN
10;2;55683712;30;4.18;False;False;False;False;True;1;ALLGATHER
5;2;63084416;30;3.81;False;False;False;False;True;1;ALLGATHER
25;2;58031104;30;4.14;False;False;False;True;True;25;REDUCE-SCATTER
8;4;70063488;30;4.02;False;False;False;False;True;0;UNKNOWN
31;2;54362240;30;4.8;False;False;False;True;True;31;REDUCE-SCATTER
31;2;57849856;30;4.01;False;False;False;True;True;31;UNKNOWN
8;4;54780416;30;3.22;False;False;False;False;True;0;UNKNOWN
9;2;66133632;30;3.37;False;False;False;True;True;9;REDUCE-SCATTER
5;4;68420224;30;4.2;False;False;False;False;True;0;UNKNOWN
14;4;70814080;30;5.42;False;False;False;False;True;0;UNKNOWN
12;2;60483328;30;3.27;False;False;False;True;True;12;REDUCE-SCATTER
20;4;52101888;30;5.32;False;False;False;False;True;0;UNKNOWN
6;2;79532800;30;3.54;False;False;False;True;True;6;REDUCE-SCATTER
13;3;71337216;30;5.75;False;False;False;False;True;1;REDUCE-SCATTER
18;3;76335872;30;6.9;False;False;False;False;True;1;REDUCE-SCATTER
20;4;61804672;30;6.27;False;False;False;False;True;1;UNKNOWN
12;4;70675968;30;5.21;False;False;False;False;True;0;UNKNOWN
9;3;63691008;30;4.95;False;False;False;False;True;1;ALLGATHER
31;3;55304704;30;5.3;False;False;False;True;True;31;REDUCE-SCATTER
10;3;54469504;30;3.97;False;False;False;False;True;0;UNKNOWN
32;2;77604864;30;6.38;False;False;False;True;True;32;REDUCE-SCATTER
7;2;76275072;30;3.53;False;False;False;True;True;7;REDUCE-SCATTER
29;2;72805248;30;3.94;False;False;False;True;True;29;UNKNOWN
16;3;62116992;30;4.25;False;False;False;False;True;0;UNKNOWN
31;3;50182272;30;5.03;False;False;False;True;True;31;REDUCE-SCATTER
28;3;50594432;30;4.5;False;False;False;True;True;28;REDUCE-SCATTER
10;4;76877952;30;5.33;False;False;False;False;True;0;UNKNOWN
26;3;62306432;30;4.78;False;False;False;True;True;26;REDUCE-SCATTER
26;2;67724416;30;3.95;False;False;False;True;True;26;UNKNOWN
18;3;70440064;30;6.03;False;False;False;False;True;1;ALLGATHER
20;2;68108032;30;4.06;False;False;False;True;True;20;REDUCE-SCATTER
5;3;78030336;30;4.33;False;False;False;False;True;1;UNKNOWN
5;3;78531840;30;4.35;False;False;False;True;True;2;UNKNOWN
28;3;55651456;30;4.99;False;False;False;True;True;28;REDUCE-SCATTER
24;4;52358016;30;5.81;False;False;False;True;True;2;UNKNOWN
13;2;73689344;30;3.81;False;False;False;True;True;13;REDUCE-SCATTER
17;3;70027648;30;6.31;False;False;False;False;True;1;REDUCE-SCATTER
25;4;63269120;30;7.13;False;False;False;False;True;1;ALLGATHER
13;4;71483776;30;5.4;False;False;False;False;True;1;UNKNOWN
30;3;57596160;30;5.61;False;False;False;True;True;30;REDUCE-SCATTER
5;2;55025920;30;3.3;False;False;False;True;True;2;UNKNOWN
25;4;65424768;30;8.23;False;False;False;False;True;1;REDUCE-SCATTER
5;2;76474112;30;3.15;False;False;False;True;True;5;REDUCE-SCATTER
13;4;58413568;30;4.8;False;False;False;False;True;0;UNKNOWN
17;2;63102336;30;3.58;False;False;False;True;True;17;REDUCE-SCATTER
31;4;75902208;30;6.77;False;False;False;True;True;31;REDUCE-SCATTER
15;2;72387072;30;4.06;False;False;False;True;True;15;REDUCE-SCATTER
8;3;63976960;30;3.77;False;False;False;False;True;0;UNKNOWN
16;2;67147776;30;3.6;False;False;False;True;True;16;REDUCE-SCATTER
29;4;65231744;30;5.87;False;False;False;True;True;29;REDUCE-SCATTER
13;4;69051904;30;5.23;False;False;False;False;True;1;UNKNOWN
11;2;71303808;30;4.0;False;False;False;True;True;11;REDUCE-SCATTER
17;2;60498816;30;5.06;False;False;False;False;True;1;REDUCE-SCATTER
30;3;58614912;30;5.73;False;False;False;True;True;30;REDUCE-SCATTER
16;2;72795776;30;3.6;False;False;False;True;True;16;REDUCE-SCATTER
24;2;67086976;30;4.76;False;False;False;True;True;24;REDUCE-SCATTER
30;4;59603840;30;5.7;False;False;False;True;True;30;REDUCE-SCATTER
6;3;68320128;30;4.43;False;False;False;False;True;1;UNKNOWN
12;4;65414016;30;5.06;False;False;False;False;True;0;UNKNOWN
26;2;61050496;30;4.87;False;False;False;True;True;26;REDUCE-SCATTER
8;4;54757760;30;3.47;False;False;False;False;True;0;UNKNOWN
14;4;69430784;30;5.88;False;False;False;True;True;2;UNKNOWN
10;4;59664640;30;4.15;False;False;False;False;True;0;UNKNOWN
17;2;65578368;30;3.9;False;False;False;True;True;17;REDUCE-SCATTER
4;2;70096896;30;3.33;False;False;False;False;True;0;UNKNOWN
28;3;59905408;30;5.0;False;False;False;True;True;28;REDUCE-SCATTER
20;2;70472192;30;4.19;False;False;False;True;True;20;REDUCE-SCATTER
32;3;53291008;30;4.77;False;False;False;True;True;32;REDUCE-SCATTER
8;3;79763968;30;4.24;False;False;False;False;True;0;UNKNOWN
16;2;76895872;30;3.65;False;False;False;True;True;16;REDUCE-SCATTER
22;4;60330752;30;5.95;False;False;False;False;True;1;ALLGATHER
24;3;74536576;30;5.11;False;False;False;True;True;24;REDUCE-SCATTER
16;2;61648640;30;3.52;False;False;False;True;True;16;REDUCE-SCATTER
24;4;55078400;30;6.01;False;False;False;True;True;2;UNKNOWN
5;3;66126464;30;4.12;False;False;False;False;True;0;UNKNOWN
27;4;71067904;30;5.9;False;False;False;True;True;27;REDUCE-SCATTER
23;2;63645696;30;4.48;False;False;False;True;True;23;REDUCE-SCATTER
10;3;63427584;30;4.58;False;False;False;False;True;1;UNKNOWN
18;2;66248064;30;3.79;False;False;False;True;True;18;REDUCE-SCATTER
32;3;54868608;30;4.89;False;False;False;True;True;32;REDUCE-SCATTER
4;3;66228992;30;2.99;False;False;False;False;True;0;UNKNOWN
17;2;57370880;30;3.61;False;False;False;True;True;17;REDUCE-SCATTER
23;2;72552704;30;3.54;False;False;False;True;True;23;UNKNOWN
24;2;78847744;30;3.93;False;False;False;True;True;24;UNKNOWN
14;2;63072512;30;5.26;False;False;False;False;True;1;REDUCE-SCATTER
15;2;72171264;30;4.25;False;False;False;True;True;15;REDUCE-SCATTER
21;4;77446400;30;7.44;False;False;False;False;True;1;REDUCE-SCATTER
32;4;65622528;30;6.16;False;False;False;True;True;32;ALLGATHER
31;2;76638592;30;4.41;False;False;False;True;True;31;UNKNOWN
25;2;59179776;30;4.77;False;False;False;True;True;25;REDUCE-SCATTER
19;3;52529536;30;4.93;False;False;False;False;True;1;UNKNOWN
28;3;73094784;30;4.62;False;False;False;True;True;28;UNKNOWN
10;2;79956992;30;3.82;False;False;False;True;True;10;REDUCE-SCATTER
32;2;65714304;30;5.15;False;False;False;True;True;32;REDUCE-SCATTER
5;2;72545536;30;3.19;False;False;False;True;True;5;REDUCE-SCATTER
28;4;59633792;30;8.05;False;False;False;False;True;1;REDUCE-SCATTER
10;3;50049920;30;3.73;False;False;False;False;True;0;UNKNOWN
23;3;61396096;30;4.72;False;False;False;True;True;23;REDUCE-SCATTER
25;3;64205696;30;5.04;False;False;False;True;True;25;REDUCE-SCATTER
13;3;54733952;30;4.14;False;False;False;False;True;0;UNKNOWN
5;2;70945280;30;3.16;False;False;False;True;True;5;REDUCE-SCATTER
12;4;79380352;30;5.75;False;False;False;True;True;2;UNKNOWN
32;2;72737280;30;5.32;False;False;False;True;True;32;REDUCE-SCATTER
18;4;64465536;30;5.7;False;False;False;False;True;1;UNKNOWN
12;2;51190272;30;4.24;False;False;False;False;True;1;ALLGATHER
12;4;54975872;30;4.22;False;False;False;False;True;0;UNKNOWN
18;4;58276480;30;5.16;False;False;False;False;True;0;UNKNOWN
20;3;58208640;30;5.6;False;False;False;False;True;1;ALLGATHER
12;2;69977728;30;4.11;False;False;False;True;True;12;REDUCE-SCATTER
21;4;67310976;30;6.87;False;False;False;False;True;1;ALLGATHER
4;3;79996288;30;3.56;False;False;False;False;True;0;UNKNOWN
18;3;54900736;30;4.67;False;False;False;False;True;1;UNKNOWN
15;3;71581440;30;4.37;False;False;False;True;True;15;REDUCE-SCATTER
13;3;55387008;30;4.39;False;False;False;True;True;2;UNKNOWN
8;4;74618880;30;4.12;False;False;False;False;True;0;UNKNOWN
23;2;63932928;30;4.68;False;False;False;True;True;23;REDUCE-SCATTER
11;2;66777216;30;3.82;False;False;False;True;True;11;REDUCE-SCATTER
8;4;76826752;30;3.93;False;False;False;False;True;0;UNKNOWN
23;2;72190336;30;4.79;False;False;False;True;True;23;REDUCE-SCATTER
14;3;60009088;30;5.02;False;False;False;False;True;1;ALLGATHER
12;3;50592128;30;3.77;False;False;False;False;True;0;UNKNOWN
26;3;69241216;30;5.58;False;False;False;True;True;26;REDUCE-SCATTER
15;2;59003392;30;3.56;False;False;False;True;True;15;REDUCE-SCATTER
23;4;57144576;30;6.24;False;False;False;False;True;1;ALLGATHER
11;3;69010048;30;5.49;False;False;False;False;True;1;ALLGATHER
14;4;75562496;30;5.74;False;False;False;True;True;2;UNKNOWN
20;4;71425408;30;7.15;False;False;False;False;True;1;ALLGATHER
7;4;74453248;30;4.72;False;False;False;False;True;0;UNKNOWN
24;4;75837824;30;5.59;False;False;False;True;True;24;REDUCE-SCATTER
5;2;71375360;30;4.52;False;False;False;False;True;1;REDUCE-SCATTER
5;2;68371456;30;3.16;False;False;False;True;True;5;REDUCE-SCATTER
26;2;79324288;30;3.99;False;False;False;True;True;26;UNKNOWN
28;2;74013568;30;4.24;False;False;False;True;True;28;UNKNOWN
24;2;52013696;30;4.1;False;False;False;True;True;24;REDUCE-SCATTER
27;2;65756032;30;3.67;False;False;False;True;True;27;UNKNOWN
9;4;57717632;30;4.09;False;False;False;False;True;0;UNKNOWN
20;4;77286656;30;7.43;False;False;False;False;True;1;ALLGATHER
27;2;52891776;30;4.63;False;False;False;True;True;27;REDUCE-SCATTER
25;4;66804480;30;8.54;False;False;False;False;True;1;REDUCE-SCATTER
13;4;74891648;30;5.49;False;False;False;True;True;2;UNKNOWN
9;4;61107712;30;4.46;False;False;False;False;True;0;UNKNOWN
8;3;54375296;30;3.03;False;False;False;False;True;0;UNKNOWN
4;3;71307392;30;3.11;False;False;False;False;True;0;UNKNOWN
31;4;67923456;30;6.13;False;False;False;True;True;31;REDUCE-SCATTER
32;4;51514368;30;6.05;False;False;False;True;True;32;ALLGATHER
25;3;73912192;30;5.67;False;False;False;True;True;25;REDUCE-SCATTER
25;2;55050880;30;4.38;False;False;False;True;True;25;REDUCE-SCATTER
27;2;63915008;30;3.67;False;False;False;True;True;27;UNKNOWN
29;3;64251008;30;5.7;False;False;False;True;True;29;REDUCE-SCATTER
17;4;71664896;30;5.79;False;False;False;False;True;1;UNKNOWN
21;2;78973952;30;3.43;False;False;False;True;True;21;UNKNOWN
17;2;71077504;30;4.56;False;False;False;True;True;17;REDUCE-SCATTER
27;3;67744640;30;5.63;False;False;False;True;True;27;REDUCE-SCATTER
14;2;65412864;30;3.68;False;False;False;True;True;14;REDUCE-SCATTER
20;4;52062464;30;5.23;False;False;False;False;True;0;UNKNOWN
9;3;71339648;30;5.24;False;False;False;False;True;1;ALLGATHER
11;3;73759616;30;6.04;False;False;False;False;True;1;REDUCE-SCATTER
31;3;66196864;30;6.06;False;False;False;True;True;31;REDUCE-SCATTER
24;3;70451840;30;5.04;False;False;False;True;True;24;REDUCE-SCATTER
25;4;55602688;30;6.59;False;False;False;False;True;1;ALLGATHER
21;3;65649920;30;7.1;False;False;False;False;True;1;REDUCE-SCATTER
24;4;75069184;30;5.54;False;False;False;True;True;24;REDUCE-SCATTER
30;3;67468288;30;5.87;False;False;False;True;True;30;REDUCE-SCATTER
28;2;55258240;30;3.62;False;False;False;True;True;28;UNKNOWN
11;2;52741632;30;4.15;False;False;False;False;True;1;ALLGATHER
23;2;67555200;30;3.72;False;False;False;True;True;23;UNKNOWN
28;3;61105280;30;5.38;False;False;False;True;True;28;REDUCE-SCATTER
10;3;68843264;30;4.57;False;False;False;False;True;0;UNKNOWN
28;2;79753344;30;4.35;False;False;False;True;True;28;UNKNOWN
22;3;62972416;30;6.87;False;False;False;False;True;1;REDUCE-SCATTER
5;2;73781120;30;3.26;False;False;False;True;True;5;REDUCE-SCATTER
32;4;73457024;30;6.48;False;False;False;True;True;32;REDUCE-SCATTER
23;4;54311040;30;6.37;False;False;False;False;True;1;ALLGATHER
23;3;61511552;30;4.7;False;False;False;True;True;23;REDUCE-SCATTER
6;2;62657920;30;4.18;False;False;False;False;True;1;ALLGATHER
30;3;60529792;30;5.59;False;False;False;True;True;30;REDUCE-SCATTER
19;4;65520000;30;6.4;False;False;False;False;True;1;ALLGATHER
10;3;78163712;30;5.26;False;False;False;False;True;1;ALLGATHER
32;2;68562048;30;5.16;False;False;False;True;True;32;REDUCE-SCATTER
10;3;66157440;30;5.19;False;False;False;False;True;1;ALLGATHER
8;4;55566848;30;3.45;False;False;False;False;True;0;UNKNOWN
22;4;57547264;30;6.65;False;False;False;False;True;1;ALLGATHER
16;4;64996992;30;4.72;False;False;False;False;True;0;UNKNOWN
9;3;61599872;30;4.21;False;False;False;False;True;1;UNKNOWN
6;4;72086784;30;4.77;False;False;False;False;True;0;UNKNOWN
24;2;77289088;30;3.68;False;False;False;True;True;24;UNKNOWN
15;3;64248576;30;5.86;False;False;False;False;True;1;ALLGATHER
10;4;54818560;30;4.42;False;False;False;False;True;0;UNKNOWN
18;4;50228736;30;4.48;False;False;False;False;True;0;UNKNOWN
19;3;51828992;30;5.44;False;False;False;False;True;1;ALLGATHER
14;3;59537152;30;5.72;False;False;False;False;True;1;ALLGATHER
28;4;70994048;30;6.03;False;False;False;True;True;28;REDUCE-SCATTER
18;2;59991168;30;3.61;False;False;False;True;True;18;REDUCE-SCATTER
13;4;73490432;30;5.61;False;False;False;False;True;1;UNKNOWN
18;3;79163520;30;4.52;False;False;False;True;True;18;REDUCE-SCATTER
10;2;69115008;30;3.47;False;False;False;True;True;10;REDUCE-SCATTER
29;4;54799616;30;7.54;False;False;False;False;True;1;ALLGATHER
28;2;70702208;30;3.9;False;False;False;True;True;28;UNKNOWN
10;4;77637120;30;5.42;False;False;False;False;True;1;UNKNOWN
4;3;76688640;30;3.49;False;False;False;False;True;0;UNKNOWN
29;3;69210368;30;5.74;False;False;False;True;True;29;REDUCE-SCATTER
32;4;55745664;30;6.84;False;False;False;True;True;32;ALLGATHER
19;3;60485632;30;5.64;False;False;False;False;True;1;ALLGATHER
4;4;76337024;30;3.87;False;False;False;False;True;0;UNKNOWN
29;3;61187456;30;5.32;False;False;False;True;True;29;REDUCE-SCATTER
7;4;73508224;30;4.24;False;False;False;False;True;0;UNKNOWN
17;4;53839104;30;4.64;False;False;False;False;True;0;UNKNOWN
24;3;65106560;30;4.78;False;False;False;True;True;24;REDUCE-SCATTER
17;3;52011264;30;4.39;False;False;False;False;True;0;UNKNOWN
12;4;73845504;30;5.42;False;False;False;False;True;1;UNKNOWN
16;4;73832448;30;5.21;False;False;False;False;True;0;UNKNOWN
7;3;70335104;30;4.4;False;False;False;False;True;1;UNKNOWN
17;2;67432576;30;4.0;False;False;False;True;True;17;REDUCE-SCATTER
23;3;52427136;30;5.83;False;False;False;False;True;1;REDUCE-SCATTER
18;4;70528256;30;6.79;False;False;False;False;True;1;ALLGATHER
30;3;77590656;30;5.29;False;False;False;True;True;30;UNKNOWN
16;3;74692736;30;4.69;False;False;False;True;True;16;ALLGATHER
25;4;75569664;30;5.62;False;False;False;True;True;25;REDUCE-SCATTER
25;3;74076672;30;5.55;False;False;False;True;True;25;REDUCE-SCATTER
29;3;58308608;30;5.46;False;False;False;True;True;29;REDUCE-SCATTER
22;2;66771200;30;4.46;False;False;False;True;True;22;REDUCE-SCATTER
26;3;56253312;30;7.27;False;False;False;False;True;1;REDUCE-SCATTER
27;3;51334400;30;4.42;False;False;False;True;True;27;REDUCE-SCATTER
5;2;52168576;30;3.19;False;False;False;False;True;0;UNKNOWN
11;4;52511744;30;4.17;False;False;False;False;True;0;UNKNOWN
11;2;53922560;30;4.08;False;False;False;False;True;1;ALLGATHER
17;4;66432768;30;6.11;False;False;False;False;True;1;ALLGATHER
6;2;54115584;30;3.48;False;False;False;True;True;2;UNKNOWN
31;3;57268480;30;5.52;False;False;False;True;True;31;REDUCE-SCATTER
18;3;57694976;30;4.96;False;False;False;False;True;1;ALLGATHER
25;2;58081024;30;4.55;False;False;False;True;True;25;REDUCE-SCATTER
28;4;57444864;30;8.37;False;False;False;False;True;1;REDUCE-SCATTER
25;3;52950272;30;6.77;False;False;False;False;True;1;REDUCE-SCATTER
28;4;64557184;30;5.99;False;False;False;True;True;28;REDUCE-SCATTER
18;3;57478144;30;5.35;False;False;False;False;True;1;ALLGATHER
22;4;56611840;30;6.61;False;False;False;False;True;1;ALLGATHER
19;3;52108928;30;5.0;False;False;False;False;True;1;ALLGATHER
4;3;71819904;30;3.15;False;False;False;False;True;0;UNKNOWN
29;4;64505984;30;6.29;False;False;False;True;True;29;REDUCE-SCATTER
7;4;70990464;30;4.56;False;False;False;False;True;0;UNKNOWN
17;4;70459008;30;6.49;False;False;False;False;True;1;ALLGATHER
11;4;68675328;30;5.12;False;False;False;False;True;0;UNKNOWN
27;3;74496128;30;5.68;False;False;False;True;True;27;REDUCE-SCATTER
30;4;75852032;30;6.59;False;False;False;True;True;30;REDUCE-SCATTER
5;2;56831232;30;3.74;False;False;False;False;True;1;ALLGATHER
32;2;68179584;30;5.1;False;False;False;True;True;32;REDUCE-SCATTER
32;3;64186752;30;6.3;False;False;False;True;True;32;ALLGATHER
19;3;52822656;30;5.27;False;False;False;False;True;1;ALLGATHER
24;3;70382848;30;5.02;False;False;False;True;True;24;REDUCE-SCATTER
28;4;77683456;30;6.32;False;False;False;True;True;28;REDUCE-SCATTER
20;4;79317120;30;7.58;False;False;False;False;True;1;REDUCE-SCATTER
4;2;57163520;30;2.78;False;False;False;False;True;0;UNKNOWN
32;2;79399424;30;6.18;False;False;False;True;True;32;REDUCE-SCATTER
11;3;71600640;30;5.61;False;False;False;False;True;1;ALLGATHER
28;2;55955328;30;3.56;False;False;False;True;True;28;UNKNOWN
12;2;65826304;30;3.69;False;False;False;True;True;12;REDUCE-SCATTER
32;3;51976704;30;5.02;False;False;False;True;True;32;REDUCE-SCATTER
9;4;71709056;30;4.94;False;False;False;False;True;0;UNKNOWN
18;4;63515904;30;5.38;False;False;False;False;True;0;UNKNOWN
5;2;76639744;30;3.19;False;False;False;True;True;5;REDUCE-SCATTER
23;4;72553856;30;8.28;False;False;False;False;True;1;REDUCE-SCATTER
27;3;54185856;30;4.91;False;False;False;True;True;27;REDUCE-SCATTER
7;3;64565632;30;4.21;False;False;False;False;True;1;UNKNOWN
21;4;50142976;30;5.08;False;False;False;False;True;0;UNKNOWN
5;3;58346752;30;3.62;False;False;False;False;True;0;UNKNOWN
17;3;76453888;30;4.61;False;False;False;True;True;17;REDUCE-SCATTER
12;3;63066624;30;4.56;False;False;False;True;True;2;UNKNOWN
6;2;51380864;30;3.5;False;False;False;False;True;1;UNKNOWN
27;4;69521280;30;5.73;False;False;False;True;True;27;REDUCE-SCATTER
10;3;63434752;30;4.5;False;False;False;False;True;1;UNKNOWN
28;2;59769600;30;5.05;False;False;False;True;True;28;REDUCE-SCATTER
